CTV3ID,CTV3PreferredTermDesc,CTV3Source
X102y,Giant cell interstitial pneumonitis,CTV3_Children
X102z,Bronchiolitis obliterans with usual interstitial pneumonitis,CTV3_Children
X1030,Toxic diffuse interstitial pulmonary fibrosis,CTV3_Children
X1031,Drug-induced diffuse interstitial pulmonary fibrosis,CTV3_Children
X1032,Localised pulmonary fibrosis,CTV3_Children
X1033,Mediastinal radiation fibrosis,CTV3_Children
X1034,Pneumonitis of non-infectious cause,High_Level_SNOMED
X1035,Cholesterol pneumonia,High_Level_SNOMED
X1038,Lupus pneumonia,High_Level_SNOMED
X103A,Toxic pneumonitis,High_Level_SNOMED
X103G,Radiation-induced fibrous mediastinitis,CTV3_Children
X103W,Simple pneumoconiosis,CTV3_Children
X103X,Complicated pneumoconiosis,CTV3Map_Code_And_Term
X103Y,Rheumatoid pneumoconiosis,CTV3Map_Code_And_Term
X103Y,Rheumatoid pneumoconiosis,CTV3Map_Code_Only
X103Z,Bentonite pneumoconiosis,CTV3_Children
X103a,Erionite pneumoconiosis,CTV3_Children
X103b,Kaolin pneumoconiosis,CTV3_Children
X103c,Metal pneumoconiosis,CTV3_Children
X103d,Antimony pneumoconiosis,CTV3_Children
X103e,Argyro-siderosis,CTV3_Children
X103f,Barium pneumoconiosis,CTV3_Children
X103h,Subacute berylliosis,CTV3_Children
X103i,Chronic berylliosis,CTV3_Children
X103j,Cerium pneumoconiosis,CTV3_Children
X103k,Hard metal pneumoconiosis,CTV3_Children
X103l,Nickel pneumoconiosis,CTV3_Children
X103m,Thorium pneumoconiosis,CTV3_Children
X103n,Zirconium pneumoconiosis,CTV3_Children
X103o,Mica pneumoconiosis,CTV3_Children
X103p,Mixed mineral dust pneumoconiosis,CTV3_Children
X103q,Liparosis,CTV3_Children
X103r,Slate pneumoconiosis,CTV3_Children
X103s,Diatomite pneumoconiosis,CTV3_Children
X103u,Subacute silicosis,CTV3_Children
X103v,Chronic silicosis,CTV3_Children
X103w,Silicotuberculosis,CTV3_Children
X103x,Wollastonite pneumoconiosis,CTV3_Children
X1043,Stage 1 pulmonary sarcoidosis,CTV3_Children
X1044,Stage 2 pulmonary sarcoidosis,CTV3_Children
X1045,Stage 3 pulmonary sarcoidosis,CTV3_Children
X1046,Stage 4 pulmonary sarcoidosis,CTV3_Children
X1047,Endobronchial sarcoidosis,CTV3_Children
X1048,Necrotising sarcoid granulomatosis,CTV3_Children
X1049,Sarcoid pulmonary calcification,CTV3_Children
X104B,Grain fever,High_Level_SNOMED
X104C,Humidifier fever,High_Level_SNOMED
X309R,Cystic fibrosis of pancreas,High_Level_SNOMED
X701k,Fibrosing alveolitis associated with rheumatoid arthritis,CTV3Map_Code_And_Term
X701k,Fibrosing alveolitis associated with rheumatoid arthritis,CTV3Map_Code_Only
X70Eg,Pneumonitis due to fetal aspiration,High_Level_SNOMED
X70RL,Chronic pulmonary histoplasmosis capsulati,QOF
XE0YY,Lung disease due to external agents,CTV3Map_Code_Only
XE0Ya,Post-inflammatory pulmonary fibrosis,CTV3Map_Code_And_Term
XE0Ya,Post-inflammatory pulmonary fibrosis,CTV3Map_Code_Only
XE0Yb,Cryptogenic fibrosing alveolitis,CTV3Map_Code_And_Term
XE0Yb,Cryptogenic fibrosing alveolitis,CTV3Map_Code_Only
XE0ZV,"(Extrin allerg alveol)/(farm lung)/(pneumonitis, allerg NOS)",CTV3_Children
XE0ZX,(Asbestosis) or (byssinosis) or (pleural plaque disease),High_Level_SNOMED
XE0ZZ,(Pneumoconiosis NOS) or (siderosis),CTV3_Children
XE0Zf,Chronic chemical resp. disease,High_Level_SNOMED
XE0Zh,Chemical resp. disease NOS,High_Level_SNOMED
XE0Zr,Idiopath. fibrosing alveolitis (& Hamman-Rich syndrome),CTV3_Children
XE1NO,(Congenital resp anomalies NOS) or (bronchiectasis - congen),High_Level_SNOMED
XE1ep,Other specified perinatal chronic respiratory disease,CTV3Map_Code_And_Term
XM1Qc,Tension pneumatocele,CTV3Map_Code_Only
XSC3p,Complication of transplanted lung,CTV3Map_Code_And_Term
Xa08A,Chronic pulmonary insufficiency of prematurity,CTV3_Children
Xa0BC,Pulmonary fibroplasia,CTV3Map_Code_Only
Xa0Qe,Congenital hypoplasia of lung,CTV3_Children
Xa0Qi,Secondary pulmonary hypoplasia,CTV3_Children
Xa0Qj,Pulmonary hypoplasia associated with short gestation,CTV3_Children
Xa0Tw,Primary pulmonary hypoplasia,CTV3_Children
Xa9Bw,Pneumoconiosis,CTV3Map_Code_And_Term
Xa9Bw,Pneumoconiosis,CTV3Map_Code_Only
Xa9Bx,Radiation pneumonitis,High_Level_SNOMED
XaBDb,Cystic fibrosis with other manifestations,CTV3Map_Code_And_Term
XaBDb,Cystic fibrosis with other manifestations,CTV3Map_Code_Only
XaEKI,Flax-dressers' disease,CTV3_Children
XaIQh,Mediastinal emphysema,QOF
XaJ4k,Excepted from COPD quality indicators: Patient unsuitable,QOF
XaL2O,"Pneumonitis, unspecified",High_Level_SNOMED
XaLcH,Single lobe lung transplant,CTV3_Children
XaMzI,Cystic fibrosis related diabetes mellitus,QOF
XaO5l,Chronic type 1 respiratory failure,CTV3Map_Code_And_Term
XaO5m,Chronic type 2 respiratory failure,CTV3Map_Code_And_Term
XaOYV,Recurrent pulmonary embolism,QOF
XaQvd,Cystic fibrosis annual review,CTV3Map_Code_And_Term
XaREX,Arthropathy in cystic fibrosis,CTV3Map_Code_And_Term
XaREZ,Cystic fibrosis with distal intestinal obstruction syndrome,CTV3Map_Code_And_Term
XaREa,Liver disease due to cystic fibrosis,CTV3Map_Code_And_Term
XaREd,Fibrosing colonopathy,CTV3Map_Code_And_Term
XaXi9,Cystic fibrosis related cirrhosis,CTV3Map_Code_And_Term
XaXlE,Respiratory bronchiolitis associated interstitial lung dis,High_Level_SNOMED
XaXlF,Interstitial lung disease due to collagen vascular disease,CTV3Map_Code_And_Term
XaXlJ,Interstitial lung disease due to connective tissue disease,CTV3Map_Code_And_Term
XaYR1,Bronchiolitis obliterans syndrome after lung transplantation,CTV3Map_Code_And_Term
XaYby,Hantavirus pulmonary syndrome,High_Level_SNOMED
XaZr7,Exacerbation of cystic fibrosis,CTV3Map_Code_And_Term
Xaa7C,Eosinophilic bronchitis,QOF
Xabud,H/O: bronchiectasis,CTV3Map_Code_And_Term
Y2710,Cystic fibrosis positive,CTV3_Children
