CTV3ID,CTV3PreferredTermDesc,CTV3Source
XaIQM,Heart failure follow-up,CTV3Map_Code_And_Term
XaIQN,Heart failure annual review,CTV3Map_Code_And_Term
XaIpn,Heart failure confirmed,CTV3Map_Code_And_Term
XaItG,Left ventricular diastolic dysfunction,CTV3Map_Code_And_Term
XaJ98,Echocardiogram shows left ventricular systolic dysfunction,CTV3Map_Code_And_Term
XaJ99,Echocardiogram shows left ventricular diastolic dysfunction,CTV3Map_Code_And_Term
XaJ9G,New York Heart Association classification - class I,CTV3Map_Code_And_Term
XaJ9H,New York Heart Association classification - class II,CTV3Map_Code_And_Term
XaJ9I,New York Heart Association classification - class III,CTV3Map_Code_And_Term
XaJ9J,New York Heart Association classification - class IV,CTV3Map_Code_And_Term
XaKNW,Admit heart failure emergency,CTV3Map_Code_And_Term
XaLN7,Heart failure review completed,CTV3Map_Code_And_Term
XaLNA,Heart failure care plan discussed with patient,CTV3Map_Code_And_Term
XaLon,Heart failure 6 month review,CTV3Map_Code_And_Term
XaMFr,Heart failure monitoring telephone invite,QOF
XaMGo,Heart failure monitoring verbal invite,QOF
XaMGs,Heart failure monitoring first letter,QOF
XaMGt,Heart failure monitoring second letter,QOF
XaMGu,Heart failure monitoring third letter,QOF
XaO5n,Congestive heart failure due to valvular disease,CTV3Map_Code_And_Term
XaWyi,Heart failure with normal ejection fraction,CTV3Map_Code_And_Term
XaWyi,Heart failure with normal ejection fraction,CTV3Map_Code_Only
XaXkR,Has heart failure management plan,CTV3Map_Code_And_Term
XaXzw,Preferred place of care for next exacerbation heart failure,CTV3Map_Code_And_Term
XaYYr,Right ventricular diastolic dysfunction,CTV3Map_Code_And_Term
XaYYs,Diastolic dysfunction,CTV3Map_Code_And_Term
XaYbC,Heart failure self-management plan agreed,CTV3Map_Code_And_Term
XaYft,Education about deteriorating heart failure,CTV3Map_Code_And_Term
XaZih,Heart failure clinical pathway,CTV3Map_Code_And_Term
XaaH6,Referral to rapid access heart failure clinic,CTV3Map_Code_And_Term
Xaacj,Left ventricular cardiac dysfunction,CTV3Map_Code_And_Term
Xaapw,Right ventricular systolic dysfunction,CTV3Map_Code_And_Term
XabM9,On optimal heart failure therapy,CTV3Map_Code_And_Term
XafeB,Heart failure with reduced ejection fraction,CTV3_Children
Y1f20,Heart failure monitoring invitation,QOF
Y1f9c,Quality and Outcomes Framework heart failure quality indicator-related care invitation (procedure),QOF
G2101,Malignant hypertensive heart disease with CCF,CTV3Map_Code_And_Term
G2111,Benign hypertensive heart disease with CCF,CTV3Map_Code_And_Term
G21z1,Hypertensive heart disease NOS with CCF,CTV3Map_Code_And_Term
G400.,Acute cor pulmonale,High_Level_SNOMED
G41z.,Chronic cor pulmonale (& [NOS]),CTV3_Children
X203E,Chronic cor pulmonale,CTV3Map_Code_And_Term
X203E,Chronic cor pulmonale,CTV3Map_Code_Only
XE0WM,(Chronic cor pulmonale) or (pulmonary heart disease NOS),High_Level_SNOMED
G234.,Hyperten heart&renal dis+both(congestv)heart and renal fail,CTV3Map_Code_And_Term
G41..,Chronic pulmonary heart disease,CTV3Map_Code_And_Term
G41y.,Other chronic pulmonary heart disease,CTV3Map_Code_And_Term
G41yz,Other chronic pulmonary heart disease NOS,CTV3_Children
H541z,Pulmonary oedema NOS,CTV3Map_Code_And_Term
H584.,Acute pulmonary oedema unspecified,CTV3_Children
H584z,Acute pulmonary oedema NOS,CTV3_Children
X102X,Acute pulmonary oedema,CTV3Map_Code_Only
X102Y,Acute cardiac pulmonary oedema,CTV3Map_Code_And_Term
X102Y,Acute cardiac pulmonary oedema,CTV3Map_Code_Only
XE0Wo,(Conges card fail)(dropsy)(card insuf)(R hrt fail)(LV fail),CTV3_Children
XaXLu,Worsening pulmonary oedema,CTV3Map_Code_And_Term
